Taxon,Stage,Insect?,Origin,Higher classification,Order,higherClass_JS,Family,Common name,Feeding Group,Habit,Tolerance,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b,Notes
Header,U,non-insect,Terrestrial,x,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0,0,
Lumbriculidae (terrestrial),U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Lumbriculidae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Gastropoda (terrestrial),U,non-insect,Terrestrial,Mollusca: Gastropoda,x,Gastropoda,x,terrestrial snails,UN,UN,0,0,0,0,0,0,0,0.172,1.688,
Isopoda (terrestrial),U,non-insect,Terrestrial,Crustacea: Isopoda,x,Isopoda,x,sow and pill bugs,UN,UN,0,0,0,0,0,0,0,0.0102,3.16,
Armadillidium vulgare,U,non-insect,Terrestrial,Crustacea: Isopoda,x,Isopoda,x,sow and pill bugs,UN,UN,0,0,0,0,0,0,0,0.0102,3.16,
Ligidium,U,non-insect,Terrestrial,Crustacea: Isopoda,x,Isopoda,x,sow and pill bugs,UN,UN,0,0,0,0,0,0,0,0.0102,3.16,
Ligidium gracile,U,non-insect,Terrestrial,Crustacea: Isopoda,x,Isopoda,x,sow and pill bugs,UN,UN,0,0,0,0,0,0,0,0.0102,3.16,
Porcellio scaber,U,non-insect,Terrestrial,Crustacea: Isopoda,x,Isopoda,x,sow and pill bugs,UN,UN,0,0,0,0,0,0,0,0.0102,3.16,
Chilopoda,U,non-insect,Terrestrial,Arthropoda: Chilopoda,miscellaneous non-insect,miscellaneous non-insect,x,centipedes,UN,UN,0,0,0,0,0,0,0,0.002,2.9277,
Pseudoscorpionida,U,non-insect,Terrestrial,Arthropoda: Pseudoscorpionida,miscellaneous non-insect,miscellaneous non-insect,x,pseudoscorpions,UN,UN,0,0,0,0,0,0,0,0.0078,3.424,
Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,Collembola,x,springtails,UN,UN,0,0,0,0,0,0,0,0.0024,3.676,
Microcoryphia,U,non-insect,Terrestrial,Arthropoda: Microcoryphia,miscellaneous non-insect,miscellaneous non-insect,x,jumping bristletails,UN,UN,0,0,0,0,0,0,0,0.0747,1.601,
Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,Araneae,x,spiders,UN,UN,0,0,0,0,0,0,0,0.0298,2.809,
Terrestrial insects,U,insect,Terrestrial,Arthropoda: Insecta,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0,0,
Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,x,beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Coleoptera,P,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,x,beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Coleoptera,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,x,beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Carabidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Carabidae,ground beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Carabidae,ground beetles,UN,UN,0,0,0,0,0,0,0,0.0237,2.7054,
Cantharidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Cantharidae,soldier beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Cantharidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Cantharidae,soldier beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Chrysomelidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Chrysomelidae,leaf beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Chrysomelidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Chrysomelidae,leaf beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Cicindelidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Cicindelidae,tiger beetles,UN,UN,0,0,0,0,0,0,0,0.0237,2.7054,
Coccinellidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Coccinellidae,ladybird beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Coccinellidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Coccinellidae,ladybird beetles,UN,UN,0,0,0,0,0,0,0,0.343,1.5,
Curculionidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Curculionidae,beetles,UN,UN,0,0,0,0,0,0,0,0.1281,2.254,
Elateridae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Elateridae,click beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Hydraenidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Hydraenidae,beetles,,,,,,,,,,0.0035,2.4033,added by js
Hydraenidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Hydraenidae,beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Scolytidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Scolytidae,minute moss beetles,UN,UN,0,0,0,0,0,0,0,0.04,2.64,
Silphidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Silphidae,carrion beetles,UN,UN,0,0,0,0,0,0,0,0.0237,2.7054,
Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Staphylinidae,rove beetles,UN,UN,0,0,0,0,0,0,0,0.0134,2.26,
Staphylinidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Coleoptera,Staphylinidae,rove beetles,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Dermaptera,A,insect,Terrestrial,Arthropoda: Insecta,Dermaptera,Dermaptera,x,earwigs,UN,UN,0,0,0,0,0,0,0,0.0035,2.4033,
Diptera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,,,,,,,,,,0.004,2.586,added by js
Diptera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,,,,,,,,,,0.021,2.081,added by js
Diptera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,,,,,,,,,,0.0025,2.692,added by js
Brachycera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.004,2.586,
Brachycera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.004,2.586,
Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.006,3.05,
Cyclorrhapha,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.004,2.586,
Cyclorrhapha,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.004,2.586,
Cyclorrhapha,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,higher flies,UN,BU,HT,3,2,1,2,1,2,0.006,3.05,
Phoridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Phoridae,higher flies,UN,BU,HT,3,2,1,2,1,2,0.006,3.05,
Syrphidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Syrphidae,higher flies,UN,BU,HT,3,2,1,2,1,2,0.006,3.05,
Nematocera,P,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,lower flies,UN,UN,0,0,0,0,0,0,0,0.0025,2.692,
Nematocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,lower flies,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Anisopodidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,lower flies,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Axymyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,x,lower flies,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Cecidomyiidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Cecidomyiidae,gall gnats,UN,UN,0,0,0,0,0,0,0,0.004,2.586,
Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Cecidomyiidae,gall gnats,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Mycetophilidae (terrestrial),L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Mycetophilidae,fungus gnats,UN,BU,0,3,1,1,1,1,2,0.0025,2.692,
Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Mycetophilidae,fungus gnats,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Scatopsidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Scatopsidae,minute black scavenger flies,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Sciaridae,root gnats,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Diptera,Trichoceridae,winter crane flies,UN,UN,0,0,0,0,0,0,0,0.021,2.081,
Hemiptera,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera,Hemiptera,x,,,,,,,,,,,0.005,3.33,added by js
Hemiptera,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera,Hemiptera,x,,,,,,,,,,,0.005,3.33,added by js
Hebridae,A,insect,Aquatic,Arthropoda: Insecta,Hemiptera,Hemiptera,Hebridae,velvet water bug,,,,,,,,,,0.0499,2.27,added by js
Hebridae,L,insect,Aquatic,Arthropoda: Insecta,Hemiptera,Hemiptera,Hebridae,,,,,,,,,,,0.0499,2.27,added by js
Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,x,planthoppers & cicadas,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Hemiptera: Auchenorrhyncha,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,x,planthoppers & cicadas,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Cercopidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Cercopidae,froghoppers,UN,UN,0,0,0,0,0,0,0,0.079,2.229,
Cercopidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Cercopidae,froghoppers,UN,UN,0,0,0,0,0,0,0,0.079,2.229,
Cicadellidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Cicadellidae,leafhoppers,UN,UN,0,0,0,0,0,0,0,0.079,2.229,
Cicadellidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Cicadellidae,leafhoppers,UN,UN,0,0,0,0,0,0,0,0.079,2.229,
Delphacidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Delphacidae,planthoppers & cicadas,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Delphacidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,Hemiptera,Delphacidae,planthoppers & cicadas,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Hemiptera: Heteroptera,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,x,true bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Hemiptera: Heteroptera,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,x,true bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Membracidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Membracidae,tree hoppers,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Miridae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Miridae,true bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Miridae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Miridae,true bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Saldidae,shore bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Saldidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Saldidae,shore bugs,UN,UN,0,0,0,0,0,0,0,0.0499,2.27,
Tingidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Hemiptera,Tingidae,lace bugs,UN,UN,0,0,0,0,0,0,0,0.049887,2.27,
Hemiptera: Sternorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,x,"aphids, psyllids, coccids",UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Hemiptera: Sternorrhyncha,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,x,"aphids, psyllids, coccids",UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Aphidoidea,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,Aphidae,aphids,UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,Aphidae,aphids,UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Aphididae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,Aphidae,aphids,UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Psyllidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,Psyllidae,psyllids,UN,UN,0,0,0,0,0,0,0,0.0598,1.724,
Coccoidea,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Hemiptera,Coccoidea,scale insects,UN,UN,0,0,0,0,0,0,0,0.005,3.33,
Hymenoptera (except ants),A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,"bees, wasps, parasitoids and sawflies",UN,UN,0,0,0,0,0,0,0,0.02718,2.3314,
Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,parasitic wasps,UN,UN,0,0,0,0,0,0,0,0.01829,2.4525,
Braconidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,parasitic wasps,,,,,,,,,,0.01829,2.4525,added by js
Cynipidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,gall wasps,,,,,,,,,,0.0537,2.3633,added by js
Hymenoptera sawflies,L,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,sawfly wasps,UN,UN,0,0,0,0,0,0,0,0.0537,2.3633,
Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,sawfly wasps,UN,UN,0,0,0,0,0,0,0,0.0537,2.3633,
Hymenoptera bees and wasps,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,bees,UN,UN,0,0,0,0,0,0,0,0.0537,2.3633,
Hymenoptera,A,,,Arthropoda: Insecta,Hymenoptera,Hymenoptera,x,bees,,,,,,,,,,0.0537,2.3633,added by js
Apidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,Apidae,bees,UN,UN,0,0,0,0,0,0,0,0.0537,2.3633,
Formicidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,Formicidae,ants,UN,UN,0,0,0,0,0,0,0,0.0195,2.5064,
Vespidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Hymenoptera,Vespidae,hornets,UN,UN,0,0,0,0,0,0,0,0.0537,2.3633,
Isoptera,L,insect,Terrestrial,Arthropoda: Insecta,Isoptera,Isoptera,x,termites,UN,UN,0,0,0,0,0,0,0,0.0305,2.62,
Isoptera,A,insect,Terrestrial,Arthropoda: Insecta,Isoptera,Isoptera,x,termites,UN,UN,0,0,0,0,0,0,0,0.0305,2.62,
Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,Lepidoptera,x,moths,UN,UN,0,0,0,0,0,0,0,0.005875,2.809,
Lepidoptera,P,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,Lepidoptera,x,moths,UN,UN,0,0,0,0,0,0,0,0.005875,2.809,
Lepidoptera,A,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,Lepidoptera,x,moths,UN,UN,0,0,0,0,0,0,0,0.01765,2.903,
Pyralidae,A,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,Lepidoptera,Pyralidae,moths,UN,UN,0,0,0,0,0,0,0,0.012,2.695,
Mecoptera,L,insect,Terrestrial,Arthropoda: Insecta,Mecoptera,Mecoptera,x,x,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Mecoptera,A,insect,Terrestrial,Arthropoda: Insecta,Mecoptera,Mecoptera,x,x,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Neuroptera,L,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,Neuroptera,x,x,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Neuroptera,A,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,Neuroptera,x,x,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Chrysopidae,L,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,Neuroptera,Chrysopidae,common lacewings,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Hemerobiidae,A,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,Neuroptera,Hemerobiidae,brown lacewings,UN,UN,0,0,0,0,0,0,0,0.001382,3.358,
Orthoptera,L,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,x,grasshoppers/crickets,UN,UN,0,0,0,0,0,0,0,0.0488,2.515,
Orthoptera,A,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,x,grasshoppers/crickets,UN,UN,0,0,0,0,0,0,0,0.03,2.55,
Acrididae,L,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,Acrididae,grasshoppers/crickets,UN,UN,0,0,0,0,0,0,0,0.0488,2.515,
Acrididae,A,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,Acrididae,grasshoppers/crickets,UN,UN,0,0,0,0,0,0,0,0.03,2.55,
Gryllacrididae,A,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,Gryllacrididae,leaf-rolling grasshoppers,UN,UN,0,0,0,0,0,0,0,0.03,2.55,
Tridactylidae,A,insect,Terrestrial,Arthropoda: Insecta,Orthoptera,Orthoptera,Tridactylidae,pygmy mole crickets,,,,,,,,,,0.03,2.55,added by js
Psocoptera,A,insect,Terrestrial,Arthropoda: Insecta,Psocoptera,Psocoptera,x,psocids,UN,UN,0,0,0,0,0,0,0,0.05,2.4,
Psocoptera,L,insect,Terrestrial,Arthropoda: Insecta,Psocoptera,Psocoptera,x,psocids,UN,UN,0,0,0,0,0,0,0,0.05,2.4,
Thysanoptera,A,insect,Terrestrial,Arthropoda: Insecta,Thysanoptera,Thysanoptera,x,thrips,UN,UN,0,0,0,0,0,0,0,0.0071,2.537,
Thysanoptera,L,insect,Terrestrial,Arthropoda: Insecta,Thysanoptera,Thysanoptera,x,thrips,UN,UN,0,0,0,0,0,0,0,0.0071,2.537,
Symphoricarpos berries,E,Plant,Terrestrial,Plantae: Tracheophyta,Dipsacales,Dipsacales,Caprifoliacea,snowberries,UN,UN,0,0,0,0,0,0,0,0.2937,2.7696,
Aquatic non-insects,U,non-insect,Aquatic,x,x,x,x,x,UN,UN,0,0,0,0,0,0,0,0,0,
Porifera,U,non-insect,Aquatic,Porifera,miscellaneous non-insect,miscellaneous non-insect,x,sponges,CF,CL,MT,2,2,1,3,2,2,0.006753,2.27,
Hydrozoa,U,non-insect,Aquatic,Cnidaria: Hydrozoa,Hydrozoa,Hydrozoa,,hydroids,PR,CL,MT,3,2,1,1,2,2,0.006753,2.27,
Hydridae,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,miscellaneous non-insect,Hydridae,hydroids,PR,CL,MT,3,2,1,1,2,2,0.006753,2.27,
Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,miscellaneous non-insect,Hydridae,hydroids,PR,CL,MT,3,2,1,1,2,2,0.006753,2.27,
Turbellaria,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,miscellaneous non-insect,x,flat worms,PR,CL,0,2,2,1,2,2,2,0.0082,2.168,
Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,miscellaneous non-insect,x,flat worms,PR,CL,0,2,2,1,2,2,2,0.0082,2.168,
Polycelis,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,miscellaneous non-insect,Planariidae,flat worms,PR,CL,HI,2,2,1,1,2,1,0.0082,2.168,
Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,miscellaneous non-insect,x,round worms,PA,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nematomorpha,U,non-insect,Aquatic,Nematomorpha,miscellaneous non-insect,miscellaneous non-insect,x,horsehair worms,PA,BU,MT,1,2,1,3,2,2,0.0758,0.74,
Prostoma,U,non-insect,Aquatic,Annelida: Nemertea,miscellaneous non-insect,miscellaneous non-insect,Tetrastemmatidae,nemerteans,PR,SP,0,2,2,1,1,1,2,0.0758,0.74,
Tardigrada,U,non-insect,Aquatic,Tardigrada,,Tardigrada,,water bears,PH,CL,0,3,3,1,1,1,2,0.053,2.494,
Ectoprocta,U,non-insect,Aquatic,Ectoprocta,miscellaneous non-insect,miscellaneous non-insect,x,moss animalcules,CF,CL,0,2,2,1,2,1,2,0.006753,2.27,
Ectoprocta statoblast,U,non-insect,Aquatic,Ectoprocta,miscellaneous non-insect,miscellaneous non-insect,x,moss animalcules,CF,CL,0,2,2,1,2,1,2,0.0082,2.168,
Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,x,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Oligochaeta,E,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,x,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0082,2.168,
Enchytraeidae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Enchytraeidae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Enchytraeus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Enchytraeidae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Fridericia,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Enchytraeidae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Mesenchytraeus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Enchytraeidae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Lumbriculidae (aquatic),U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Lumbriculidae,segmented worms,CG,BU,0,2,2,1,3,2,2,0.0758,0.74,
Lumbriculidae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Lumbriculidae,segmented worms,CG,BU,0,2,2,1,3,2,2,0.0758,0.74,
Lumbriculus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Lumbriculidae,segmented worms,CG,BU,0,2,2,1,3,2,2,0.0758,0.74,
Stylodrilus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Lumbriculidae,segmented worms,CG,BU,0,2,2,1,3,2,2,0.0758,0.74,
Naididae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Naididae (Tubificinae) with capillary setae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
tubificoid Naididae with hair chaetae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Naididae (Tubificinae) without capillary setae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
tubificoid Naididae without hair chaetae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Naidinae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Tubificinae,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Aulodrilus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Aulodrilus pigueti,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Aulodrilus pluriseta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Bothrioneurum vejdovskyanum,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Limnodrilus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Rhyacodrilus,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Spirosperma,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
Nais,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,Oligochaeta,Naididae,segmented worms,CG,BU,0,2,2,1,2,2,2,0.0758,0.74,
