Taxon,Stage,Insect?,Origin,Higher classification,Order,higherClass_JS,Family,Common name,Feeding Group,Habit,Tolerance,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b,Notes
Protoptila,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Glossosomatidae,caddisflies,SC,CL,0,3,3,1,1,3,2,0.0082,2.958,
Protoptila,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Glossosomatidae,caddisflies,SC,CL,0,3,3,1,1,3,2,0.01,2.9,
Goera archaon,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Goeridae,caddisflies,SC,CL,0,2,1,1,2,2,2,0.0056,2.839,
Goeracea,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Goeridae,caddisflies,SC,CL,HI,1,3,1,1,3,1,0.0056,2.839,
Helicopsychidae,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Helicopsychidae,caddisflies,,,,,,,,,,0.0125,3.096,added by js
Helicopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Helicopsychidae,caddisflies,SC,CL,MT,3,2,1,1,2,2,0.0125,3.096,
Helicopsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Helicopsychidae,caddisflies,SC,CL,MT,3,2,1,1,2,2,0.0125,3.096,
Atopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydrobiosidae,caddisflies,PR,CL,0,2,2,1,2,2,3,0.0099,2.48,
Hydropsychidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.0046,2.926,
Hydropsychidae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.0046,2.926,
Hydropsychidae,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.049,2.295,
Arctopsychinae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.01,2.9,
Arctopsyche californica,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,MI,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche grandis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche grandis type 1,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,2,1,3,3,2,0.0046,2.926,
Arctopsyche grandis type 2,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,MI,1,2,1,3,3,1,0.0046,2.926,
Cheumatopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,MT,3,3,2,2,3,2,0.0046,2.926,
Cheumatopsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,MT,3,3,2,2,3,2,0.0046,2.926,
Cheumatopsyche,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,MT,3,3,2,2,3,2,0.01,2.9,
Homoplectra,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,HI,1,2,1,2,2,1,0.0046,2.926,
Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.0046,2.926,
Hydropsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.0046,2.926,
Hydropsyche,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.049,2.295,
Hydropsyche oslari,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,2,0.049,2.295,
Parapsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,3,1,3,3,2,0.0046,2.926,
Parapsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,3,1,3,3,2,0.0046,2.926,
Parapsyche,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,3,1,3,3,2,0.049,2.295,
Parapsyche almota,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,3,1,3,3,2,0.0046,2.926,
Parapsyche almota,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,0,1,3,1,3,3,2,0.0046,2.926,
Parapsyche elsis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,HI,1,3,1,3,3,1,0.0046,2.926,
Parapsyche elsis,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,PR,CL,HI,1,3,1,3,3,1,0.0046,2.926,
Smicridea,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydropsychidae,caddisflies,CF,CL,0,2,2,2,2,3,3,0.0046,2.926,
Hydroptilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,2,1,2,2,0.0056,2.839,
Hydroptilidae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,,,,,,,,,,0.0056,2.839,added by js
Hydroptilidae,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,2,1,2,2,0.01,2.9,
Agraylea,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,0,2,2,1,1,2,1,0.0056,2.839,
Agraylea,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,0,2,2,1,1,2,1,0.0056,2.839,
Agraylea multipunctata,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,0,2,2,1,1,2,1,0.0056,2.839,
Alisotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,3,0.0056,2.839,
Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MT,3,2,2,1,2,2,0.0056,2.839,
Hydroptila,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MT,3,2,2,1,2,2,0.0056,2.839,
Hydroptila,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MT,3,2,2,1,2,2,0.01,2.9,
Ithytrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,MT,3,2,1,1,2,3,0.0056,2.839,
Leucotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,0,3,2,1,1,2,2,0.0056,2.839,
Mayatrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,0,3,2,1,1,2,2,0.0056,2.839,
Mayatrichia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,0,3,2,1,1,2,2,0.0056,2.839,
Metrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Metrichia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Neotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,MT,3,2,1,1,2,3,0.0056,2.839,
Neotrichia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,MT,3,2,1,1,2,3,0.0056,2.839,
Neotrichia,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,MT,3,2,1,1,2,3,0.01,2.9,
Nothotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MI,3,2,1,1,2,2,0.0056,2.839,
Nothotrichia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MI,3,2,1,1,2,2,0.0056,2.839,
Nothotrichia shasta,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,MI,3,2,1,1,2,2,0.0056,2.839,
Ochrotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Ochrotrichia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Ochrotrichia,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.01,2.9,
Orthotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Oxyethira,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,HT,3,2,1,1,2,3,0.0056,2.839,
Oxyethira,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,HT,3,2,1,1,2,3,0.0056,2.839,
Oxyethira,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,PH,CM,HT,3,2,1,1,2,3,0.0056,2.839,
Palaeagapetus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,MH,SP,HI,2,2,1,1,2,1,0.0056,2.839,
Palaeagapetus nearcticus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,MH,SP,HI,2,2,1,1,2,1,0.0056,2.839,
Stactobiella,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SH,CL,0,3,2,1,1,2,2,0.0056,2.839,
Stactobiella,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SH,CL,0,3,2,1,1,2,2,0.01,2.9,
Zumatrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Hydroptilidae,caddisflies,SC,CL,0,3,2,1,1,2,3,0.0056,2.839,
Lepidostomatidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,,,,,,,,,,0.0079,2.649,added by js
Lepidostoma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.0079,2.649,
Lepidostoma,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.0079,2.649,
Lepidostoma,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.01,2.9,
Lepidostoma cascadense,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,MI,2,2,1,2,2,1,0.0079,2.649,
Lepidostoma cascadense,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,MI,2,2,1,2,2,1,0.0079,2.649,
Lepidostoma hoodi group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,HI,2,2,1,2,2,1,0.0079,2.649,
Lepidostoma mexicanum group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma mexicanum group,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma (Neodinarthrum),P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,CG,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,CG,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma (Neodinarthrum),A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,CG,CM,0,2,1,1,2,2,2,0.01,2.9,
Lepidostoma pluviale,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,CG,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma pluviale,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,CG,CM,0,2,1,1,2,2,2,0.0079,2.649,
Lepidostoma-panel case larvae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,1,1,2,1,2,0.0079,2.649,
Lepidostoma-panel case larvae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,1,1,2,1,2,0.0079,2.649,
Lepidostoma-turret case larvae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,1,1,0.0079,2.649,
Lepidostoma-turret case larvae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,1,1,0.0079,2.649,
Lepidostoma unicolor,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,1,1,0.0079,2.649,
Lepidostoma unicolor,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Lepidostomatidae,caddisflies,SH,CM,0,2,2,1,2,1,1,0.0079,2.649,
Leptoceridae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Leptoceridae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Ceraclea,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,CM,0,2,2,1,2,2,2,0.0034,3.212,
Mystacides,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,SP,0,2,2,1,2,3,2,0.0034,3.212,
Mystacides alafimbriata,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,SP,0,2,2,1,2,3,2,0.0034,3.212,
Mystacides alafimbriata,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,CG,SP,0,2,2,1,2,3,2,0.0034,3.212,
Nectopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,SH,CM,MT,2,2,1,2,3,2,0.0034,3.212,
Nectopsyche,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,SH,CM,MT,2,2,1,2,3,2,0.0034,3.212,
Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Oecetis,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Oecetis avara group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Oecetis avara group,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Oecetis avara,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Oecetis avara,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.01,2.9,
Oecetis disjuncta,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,PR,CM,MT,2,2,1,2,2,2,0.0034,3.212,
Triaenodes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,MH,CM,MT,2,2,1,2,3,2,0.0034,3.212,
Ylodes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Leptoceridae,caddisflies,MH,CM,MT,2,2,1,2,3,2,0.0034,3.212,
Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.004,2.933,
Limnephilidae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.004,2.933,
Limnephilidae,PE,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.004,2.933,
Limnephilidae,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,1,2,2,0.01,2.9,
Allocosmoecus partitus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,MI,2,2,1,3,2,1,0.004,2.933,
Allocosmoecus partitus,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,MI,2,2,1,3,2,1,0.004,2.933,
Amphicosmoecus canax,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,2,1,3,2,1,0.004,2.933,
Anabolia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,3,2,1,0.004,2.933,
Arctopora,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,3,2,1,0.004,2.933,
Asynarchus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,3,2,1,0.004,2.933,
Chyranda centralis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Chyranda centralis,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Clistoronia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,2,1,3,1,2,0.004,2.933,
Clistoronia,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,2,1,3,1,2,0.004,2.933,
Clistoronia magnifica,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,2,1,3,1,2,0.004,2.933,
Clistoronia magnifica,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,2,1,3,1,2,0.004,2.933,
Clostoeca disjuncta,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,0,2,1,1,2,1,2,0.004,2.933,
Cryptochia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Desmona,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,MH,CM,HI,2,2,1,2,1,1,0.004,2.933,
Desmona bethula,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,MH,CM,HI,2,2,1,2,1,1,0.004,2.933,
Desmona mono,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,MH,CM,HI,2,2,1,2,1,1,0.004,2.933,
Desmona mono,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,MH,CM,HI,2,2,1,2,1,1,0.004,2.933,
Dicosmoecinae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,CM,0,2,2,1,2,2,2,0.004,2.933,
Dicosmoecus atripes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,PR,SP,MI,1,2,1,3,2,1,0.004,2.933,
Dicosmoecus atripes,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,PR,SP,MI,1,2,1,3,2,1,0.004,2.933,
Dicosmoecus atripes,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,PR,SP,MI,1,2,1,3,2,1,0.01,2.9,
Dicosmoecus gilvipes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,0,2,2,1,3,2,2,0.004,2.933,
Dicosmoecus gilvipes,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,0,2,2,1,3,2,2,0.004,2.933,
Dicosmoecus gilvipes,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,0,2,2,1,3,2,2,0.01,2.9,
Dicosmoecus pallicornis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SC,CL,MI,1,2,1,3,2,1,0.004,2.933,
Ecclisocosmoecus scylla,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Ecclisocosmoecus scylla,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Ecclisomyia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,OM,CL,MI,1,2,1,2,2,1,0.004,2.933,
Ecclisomyia,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,OM,CL,MI,1,2,1,2,2,1,0.01,2.9,
Ecclisomyia conspersa,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,OM,CL,MI,1,2,1,2,2,1,0.004,2.933,
Ecclisomyia conspersa,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,OM,CL,MI,1,2,1,2,2,1,0.004,2.933,
Ecclisomyia conspersa,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,OM,CL,MI,1,2,1,2,2,1,0.01,2.9,
Eocosmoecus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,MH,CM,HI,1,2,1,3,2,1,0.004,2.933,
Halesochila taylori,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,CG,SP,0,2,2,1,2,1,1,0.004,2.933,
Hesperophylax,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,MT,2,2,1,3,2,2,0.004,2.933,
Hesperophylax,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,MT,2,2,1,3,2,2,0.004,2.933,
Homophylax,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,HI,1,2,1,2,1,1,0.004,2.933,
Hydatophylax hesperus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,MI,2,2,1,3,1,2,0.004,2.933,
Hydatophylax hesperus,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,MI,2,2,1,3,1,2,0.004,2.933,
Lenarchus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,CG,SP,0,2,2,1,3,1,1,0.004,2.933,
Limnephilus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Trichoptera,Limnephilidae,caddisflies,SH,SP,MT,2,2,1,2,1,2,0.004,2.933,
